"country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label"
"United States","California","Alameda",94502,"37.724817, -122.224363","37.724817","-122.224363","Female","Yes","No","No",25,"Yes","No phone service","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Electronic check","95.72","2420.31","No"
"United States","California","Keeler",93530,"36.560498, -117.962461","36.560498","-117.962461","Male","No","No","No",53,"Yes","Yes","DSL","No","No","No","No","No","No","Two year","Yes","Mailed check","65.74","6002.67","No"
"United States","California","Mendocino",95460,"39.305545, -123.743697","39.305545","-123.743697","Male","No","No","No",7,"Yes","No","Fiber optic","No","No internet service","Yes","No","No","No","Two year","No","Bank transfer (automatic)","51.68","403.45","No"
"United States","California","Wallace",95254,"38.192608, -120.957842","38.192608","-120.957842","Male","No","No","No",36,"Yes","Yes","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check","80.85","1479.44","No"
"United States","California","Rio Linda",95673,"38.688764, -121.457596","38.688764","-121.457596","Male","No","Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check","18.26","62.34","No"
"United States","California","Hopland",95449,"38.93706, -123.118111","38.93706","-123.118111","Female","No","Yes","No",11,"Yes","Yes","Fiber optic","No","No internet service","Yes","No internet service","No internet service","Yes","Two year","No","Credit card (automatic)","77.48","284.00","No"
"United States","California","Santa Margarita",93453,"35.303926, -120.256567","35.303926","-120.256567","Male","No","No","No",13,"Yes","No","Fiber optic","No","No internet service","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","26.02","629.48","No"
"United States","California","Potter Valley",95469,"39.408634, -123.045516","39.408634","-123.045516","Male","No","Yes","Yes",60,"No","No phone service","DSL","Yes","No","No","No","No","No","One year","Yes","Credit card (automatic)","31.52","849.18","No"
"United States","California","Volcano",95689,"38.481902, -120.603668","38.481902","-120.603668","Female","Yes","Yes","No",38,"Yes","No","No","No internet service","No","No internet service","Yes","No internet service","No internet service","Two year","No","Electronic check","43.42","1582.57","No"
"United States","California","Fresno",93728,"36.757345, -119.818274","36.757345","-119.818274","Male","Yes","Yes","Yes",64,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check","66.58","5871.70","No"
"United States","California","La Mesa",91941,"32.759327, -116.99726","32.759327","-116.99726","Female","No","Yes","Yes",16,"Yes","No","No","Yes","No","No","No","No internet service","No","Month-to-month","No","Mailed check","97.79","2060.33","No"
"United States","California","Butte City",95920,"39.449794, -121.936372","39.449794","-121.936372","Female","No","No","Yes",48,"Yes","No","Fiber optic","No internet service","No","No internet service","Yes","No internet service","No internet service","One year","Yes","Mailed check","23.62","3489.47","No"
"United States","California","Linden",95236,"38.047746, -121.030499","38.047746","-121.030499","Female","No","Yes","No",24,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","117.57","4856.30","No"
"United States","California","Torrance",90503,"33.840399, -118.353714","33.840399","-118.353714","Male","No","Yes","Yes",64,"Yes","No","Fiber optic","No","No","Yes","No internet service","No internet service","Yes","Two year","Yes","Bank transfer (automatic)","45.96","3883.08","No"
"United States","California","Huntington Beach",92646,"33.666301, -117.969501","33.666301","-117.969501","Female","No","Yes","Yes",64,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)","85.14","3869.69","No"
"United States","California","Yorba Linda",92886,"33.897253, -117.792202","33.897253","-117.792202","Male","No","No","No",54,"Yes","No phone service","DSL","No","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)","97.77","5684.83","No"
"United States","California","Redwood City",94062,"37.410567, -122.297152","37.410567","-122.297152","Male","No","Yes","Yes",70,"No","No phone service","DSL","No","No","Yes","No internet service","Yes","No internet service","Month-to-month","No","Bank transfer (automatic)","41.94","2568.54","No"
"United States","California","Glendale",91202,"34.167926, -118.267539","34.167926","-118.267539","Female","No","No","Yes",66,"Yes","No","No","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","101.19","3429.28","No"
"United States","California","Bakersfield",93308,"35.559617, -118.925185","35.559617","-118.925185","Female","No","Yes","No",40,"Yes","No phone service","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check","19.28","803.64","No"
"United States","California","Lotus",95651,"38.815515, -120.916997","38.815515","-120.916997","Male","No","Yes","No",38,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","74.38","2655.30","No"
"United States","California","Port Hueneme",93041,"34.110124, -119.100972","34.110124","-119.100972","Male","No","No","No",3,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","114.14","2085.07","No"
"United States","California","New Cuyama",93254,"34.956577, -119.750142","34.956577","-119.750142","Male","No","Yes","No",68,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","98.28","7023.03","No"
"United States","California","Twentynine Palms",92277,"34.17211, -115.769773","34.17211","-115.769773","Male","Yes","Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","No","No internet service","No","Month-to-month","No","Bank transfer (automatic)","71.57","2908.38","No"
"United States","California","Modesto",95356,"37.716186, -121.025836","37.716186","-121.025836","Male","Yes","Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Two year","No","Bank transfer (automatic)","111.02","7023.67","No"
"United States","California","Irvine",92614,"33.680302, -117.833296","33.680302","-117.833296","Male","No","Yes","Yes",50,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Credit card (automatic)","98.46","5191.25","No"
"United States","California","Monterey Park",91754,"34.050322, -118.147037","34.050322","-118.147037","Male","No","No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check","75.71","97.92","Yes"
"United States","California","Moss Landing",95039,"36.863303, -121.781632","36.863303","-121.781632","Female","Yes","No","No",10,"No","Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check","92.22","2621.88","No"
"United States","California","Guatay",91931,"32.857946, -116.561917","32.857946","-116.561917","Male","No","Yes","Yes",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Electronic check","18.87","72.17","No"
"United States","California","Alturas",96101,"41.468877, -120.54229","41.468877","-120.54229","Male","Yes","No","No",20,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Mailed check","79.46","1655.81","No"
"United States","California","San Dimas",91773,"34.102119, -117.815532","34.102119","-117.815532","Female","No","Yes","Yes",38,"No","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","115.30","6049.23","No"
"United States","California","Greenfield",93927,"36.248708, -121.386617","36.248708","-121.386617","Male","Yes","Yes","No",37,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","105.65","4275.71","No"
"United States","California","San Jose",95119,"37.233226, -121.78809","37.233226","-121.78809","Female","No","No","Yes",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","19.80","1228.56","No"
"United States","California","Tuolumne",95379,"37.939768, -120.188002","37.939768","-120.188002","Male","No","No","No",11,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","114.22","2020.37","No"
"United States","California","Oceanside",92056,"33.194742, -117.29032","33.194742","-117.29032","Male","No","Yes","No",64,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Bank transfer (automatic)","91.71","4545.71","No"
"United States","California","Santa Ana",92701,"33.748478, -117.858918","33.748478","-117.858918","Male","No","Yes","No",72,"Yes","No","Fiber optic","No","No internet service","Yes","No internet service","No internet service","No internet service","Two year","Yes","Electronic check","22.12","6907.03","No"
"United States","California","San Francisco",94115,"37.786031, -122.437301","37.786031","-122.437301","Male","No","No","No",69,"Yes","No","Fiber optic","No","No internet service","Yes","No internet service","Yes","No","Two year","Yes","Bank transfer (automatic)","64.37","4750.95","No"
"United States","California","Los Angeles",90018,"34.028735, -118.317236","34.028735","-118.317236","Female","No","Yes","Yes",54,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","81.76","3199.40","No"
"United States","California","El Cajon",92020,"32.79697, -116.969082","32.79697","-116.969082","Female","Yes","No","Yes",15,"Yes","Yes","DSL","No internet service","No internet service","No internet service","No","No","No","Month-to-month","No","Mailed check","27.44","219.50","No"
"United States","California","Torrance",90504,"33.867257, -118.330794","33.867257","-118.330794","Female","Yes","Yes","No",63,"No","No phone service","DSL","Yes","No","No","No","Yes","No","One year","Yes","Bank transfer (automatic)","108.11","4976.83","No"
"United States","California","San Bernardino",92405,"34.142747, -117.300864","34.142747","-117.300864","Male","Yes","No","No",1,"Yes","No","No","No internet service","No","No internet service","No internet service","Yes","No internet service","Two year","Yes","Credit card (automatic)","23.08","185.72","No"
"United States","California","Coarsegold",93614,"37.212191, -119.749323","37.212191","-119.749323","Female","No","Yes","Yes",22,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","84.36","2330.33","No"
"United States","California","San Marcos",92069,"33.162624, -117.170863","33.162624","-117.170863","Male","Yes","No","No",38,"Yes","Yes","Fiber optic","No internet service","No internet service","No","No internet service","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","92.64","3079.23","No"
"United States","California","San Pedro",90732,"33.744119, -118.31448","33.744119","-118.31448","Male","No","Yes","No",49,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Two year","No","Credit card (automatic)","97.00","3027.30","No"
"United States","California","Stockton",95205,"37.965695, -121.260051","37.965695","-121.260051","Male","No","Yes","Yes",38,"No","No","No","Yes","No","Yes","No internet service","Yes","No internet service","One year","Yes","Bank transfer (automatic)","41.71","2971.38","No"
"United States","California","Placentia",92870,"33.881158, -117.854783","33.881158","-117.854783","Male","No","Yes","No",0,"No","No phone service","DSL","Yes","Yes","No","No","No","No","One year","Yes","Electronic check","104.47","549.33","No"
"United States","California","Tomales",94971,"38.240769, -122.901041","38.240769","-122.901041","Female","No","Yes","Yes",19,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","33.62","1895.55","No"
"United States","California","Dixon",95620,"38.392821, -121.799917","38.392821","-121.799917","Female","No","No","Yes",44,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No internet service","Month-to-month","Yes","Electronic check","66.13","331.40","No"
"United States","California","Cardiff By The Sea",92007,"33.015866, -117.272254","33.015866","-117.272254","Female","Yes","Yes","No",71,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No internet service","Yes","One year","No","Bank transfer (automatic)","67.30","7092.15","No"
"United States","California","Upper Lake",95485,"39.220368, -122.907693","39.220368","-122.907693","Female","No","No","No",0,"Yes","No","No","No internet service","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","49.76","105.70","No"
"United States","California","Los Angeles",90018,"34.028735, -118.317236","34.028735","-118.317236","Male","No","No","No",38,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","87.43","2817.98","No"
"United States","California","Moreno Valley",92555,"33.907361, -117.109972","33.907361","-117.109972","Male","Yes","No","No",66,"Yes","No","DSL","Yes","No","Yes","Yes","No internet service","Yes","One year","No","Credit card (automatic)","76.75","5823.89","No"
"United States","California","Coalinga",93210,"36.186867, -120.387793","36.186867","-120.387793","Female","No","No","No",9,"Yes","No","No","No internet service","No internet service","Yes","Yes","No","No","Two year","Yes","Mailed check","34.90","1311.97","No"
"United States","California","Mcarthur",96056,"41.10831, -121.360362","41.10831","-121.360362","Female","No","No","No",59,"Yes","Yes","Fiber optic","No","No","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","19.21","3733.97","No"
"United States","California","Willow Creek",95573,"40.949012, -123.655847","40.949012","-123.655847","Female","No","No","Yes",8,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","110.18","3770.41","No"
"United States","California","Los Angeles",90025,"34.046174, -118.446333","34.046174","-118.446333","Male","Yes","No","No",0,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","One year","Yes","Mailed check","111.00","1222.88","No"
"United States","California","Stockton",95212,"38.049457, -121.21653","38.049457","-121.21653","Female","Yes","No","No",2,"No","No","Fiber optic","No","No internet service","No","No","Yes","No","Month-to-month","Yes","Electronic check","56.35","1167.55","Yes"
"United States","California","San Francisco",94102,"37.7795, -122.419233","37.7795","-122.419233","Male","Yes","No","No",71,"Yes","Yes","Fiber optic","Yes","Yes","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","100.93","7504.82","No"
"United States","California","Pala",92059,"33.384345, -117.072619","33.384345","-117.072619","Female","No","No","Yes",45,"Yes","Yes","No","No","No","No internet service","Yes","No internet service","No internet service","One year","Yes","Credit card (automatic)","40.03","3124.42","No"
"United States","California","Goleta",93117,"34.489983, -120.091246","34.489983","-120.091246","Female","No","No","No",13,"No","Yes","Fiber optic","No","Yes","No internet service","Yes","No internet service","No internet service","Two year","No","Mailed check","28.45","476.71","No"
"United States","California","San Leandro",94578,"37.704384, -122.126703","37.704384","-122.126703","Female","Yes","Yes","Yes",1,"Yes","No","No","No internet service","No","Yes","Yes","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)","32.96","405.68","No"
"United States","California","Pacifica",94044,"37.573633, -122.455167","37.573633","-122.455167","Male","Yes","Yes","No",8,"Yes","No","Fiber optic","No","No internet service","Yes","Yes","No internet service","No internet service","Two year","No","Bank transfer (automatic)","58.16","1472.15","No"
"United States","California","Birds Landing",94512,"38.140719, -121.838298","38.140719","-121.838298","Female","No","Yes","No",51,"Yes","Yes","No","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check","96.48","2242.35","No"
"United States","California","Willow Creek",95573,"40.949012, -123.655847","40.949012","-123.655847","Male","Yes","No","No",60,"Yes","Yes","DSL","No","No internet service","Yes","No","Yes","No internet service","One year","Yes","Bank transfer (automatic)","38.79","6545.49","No"
"United States","California","Valley Center",92082,"33.25283, -116.986079","33.25283","-116.986079","Male","Yes","No","No",0,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","98.62","1387.29","Yes"
"United States","California","Fiddletown",95629,"38.513484, -120.704613","38.513484","-120.704613","Female","No","Yes","Yes",57,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","One year","Yes","Credit card (automatic)","72.83","5362.27","No"
"United States","California","Livermore",94550,"37.571748, -121.659562","37.571748","-121.659562","Female","No","Yes","Yes",59,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","Yes","Electronic check","114.14","7338.85","No"
"United States","California","Roseville",95661,"38.736685, -121.251984","38.736685","-121.251984","Male","No","No","No",66,"Yes","No phone service","DSL","Yes","Yes","Yes","No","No","No","One year","No","Mailed check","93.85","7348.72","No"
"United States","California","Roseville",95678,"38.759751, -121.288545","38.759751","-121.288545","Male","No","No","No",3,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check","83.10","1063.38","No"
"United States","California","Fresno",93725,"36.623632, -119.741322","36.623632","-119.741322","Female","No","No","Yes",17,"Yes","No","Fiber optic","No internet service","No internet service","Yes","Yes","No","Yes","One year","No","Electronic check","69.23","720.01","No"
"United States","California","Sheep Ranch",95250,"38.244806, -120.417301","38.244806","-120.417301","Male","No","Yes","No",53,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","118.66","7460.07","No"
"United States","California","Seeley",92273,"32.790282, -115.689559","32.790282","-115.689559","Male","Yes","Yes","No",8,"Yes","Yes","DSL","No internet service","Yes","No","No","No","No","Two year","Yes","Electronic check","63.45","1890.17","No"
"United States","California","Ukiah",95482,"39.134075, -123.23422","39.134075","-123.23422","Male","No","No","No",26,"Yes","No","DSL","No","Yes","No","No","No","No","Two year","Yes","Credit card (automatic)","105.85","823.18","No"
"United States","California","Platina",96076,"40.367964, -122.937379","40.367964","-122.937379","Female","No","No","No",3,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","90.57","476.77","Yes"
"United States","California","Burlingame",94010,"37.57028, -122.365778","37.57028","-122.365778","Female","No","No","Yes",10,"Yes","No","Fiber optic","No internet service","No internet service","No","No","No internet service","Yes","Month-to-month","Yes","Mailed check","36.23","145.23","No"
"United States","California","Sacramento",95833,"38.619049, -121.517552","38.619049","-121.517552","Male","No","Yes","No",31,"No","Yes","DSL","No","No","Yes","No internet service","No","Yes","Month-to-month","Yes","Credit card (automatic)","59.33","1468.72","No"
"United States","California","Woody",93287,"35.710244, -118.881679","35.710244","-118.881679","Male","No","Yes","No",59,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","106.32","3191.17","No"
"United States","California","Merced",95348,"37.40122, -120.514191","37.40122","-120.514191","Female","No","Yes","Yes",70,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)","59.20","3088.63","No"
"United States","California","Grand Terrace",92313,"34.029175, -117.307211","34.029175","-117.307211","Female","No","No","No",69,"Yes","No","Fiber optic","No","No","No","No internet service","Yes","Yes","Month-to-month","No","Electronic check","72.06","6299.66","No"
"United States","California","Tustin",92780,"33.735802, -117.818805","33.735802","-117.818805","Female","No","Yes","Yes",13,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)","83.02","1060.02","No"
"United States","California","Walnut",91789,"34.018354, -117.85492","34.018354","-117.85492","Female","Yes","Yes","No",27,"No","No phone service","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","77.23","3353.24","No"
"United States","California","Jacumba",91934,"32.649787, -116.2237","32.649787","-116.2237","Male","No","No","Yes",5,"Yes","Yes","DSL","Yes","No","No","No","No","No","Two year","No","Bank transfer (automatic)","43.70","932.14","No"
"United States","California","Los Molinos",96055,"40.059385, -122.091481","40.059385","-122.091481","Male","No","Yes","No",72,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","101.60","7544.48","No"
"United States","California","Blue Lake",95525,"40.94338, -123.831799","40.94338","-123.831799","Male","Yes","Yes","No",20,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","One year","Yes","Electronic check","83.84","1412.25","No"
"United States","California","Los Gatos",95030,"37.222842, -121.988727","37.222842","-121.988727","Male","No","No","No",61,"Yes","Yes","No","Yes","No","No","Yes","Yes","No internet service","Month-to-month","Yes","Credit card (automatic)","101.56","5153.22","No"
"United States","California","Glendora",91740,"34.119363, -117.855059","34.119363","-117.855059","Male","No","Yes","Yes",66,"Yes","No","DSL","No","Yes","No","No","No","No","One year","Yes","Mailed check","117.37","7752.10","No"
"United States","California","La Crescenta",91214,"34.239636, -118.245259","34.239636","-118.245259","Female","Yes","Yes","Yes",72,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No internet service","One year","Yes","Mailed check","118.09","8528.80","No"
"United States","California","Sloughhouse",95683,"38.470423, -121.114897","38.470423","-121.114897","Female","No","Yes","No",24,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Mailed check","49.03","107.85","No"
"United States","California","Wishon",93669,"37.287758, -119.548156","37.287758","-119.548156","Male","No","Yes","No",22,"Yes","No","Fiber optic","No","No internet service","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","33.71","442.94","No"
"United States","California","Forbestown",95941,"39.531028, -121.24807","39.531028","-121.24807","Female","No","No","Yes",3,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","73.15","130.52","No"
"United States","California","Newport Beach",92662,"33.606336, -117.893042","33.606336","-117.893042","Female","Yes","No","No",7,"Yes","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","51.91","202.52","No"
"United States","California","Angels Camp",95222,"38.071327, -120.632221","38.071327","-120.632221","Female","No","Yes","Yes",55,"No","Yes","DSL","Yes","No","Yes","No internet service","Yes","No","One year","No","Credit card (automatic)","26.64","1841.37","No"
"United States","California","Planada",95365,"37.329725, -120.306399","37.329725","-120.306399","Female","No","Yes","Yes",15,"Yes","Yes","No","No internet service","No","No internet service","No","No internet service","Yes","Month-to-month","No","Credit card (automatic)","27.83","477.98","No"
"United States","California","Oroville",95965,"39.624561, -121.552866","39.624561","-121.552866","Male","No","No","No",52,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Credit card (automatic)","115.78","5310.03","No"
"United States","California","Fowler",93625,"36.625792, -119.672483","36.625792","-119.672483","Male","No","No","No",60,"No","Yes","Fiber optic","No","No internet service","Yes","No","No internet service","No internet service","One year","No","Bank transfer (automatic)","27.89","2032.85","No"
"United States","California","Gustine",95322,"37.147198, -121.120161","37.147198","-121.120161","Female","No","No","No",52,"No","Yes","DSL","Yes","No","Yes","Yes","No internet service","Yes","One year","Yes","Mailed check","57.14","2062.62","No"
"United States","California","Granite Bay",95746,"38.749466, -121.184196","38.749466","-121.184196","Female","No","No","Yes",45,"Yes","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Electronic check","105.41","3233.02","No"
"United States","California","Anaheim",92802,"33.807864, -117.923782","33.807864","-117.923782","Female","No","No","No",8,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check","95.38","1417.43","Yes"
"United States","California","Novato",94947,"38.112166, -122.634384","38.112166","-122.634384","Male","No","Yes","No",70,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","No","Credit card (automatic)","101.70","3099.42","No"
"United States","California","Flournoy",96029,"39.84784, -122.544556","39.84784","-122.544556","Male","Yes","Yes","No",2,"No","Yes","Fiber optic","No internet service","Yes","Yes","Yes","Yes","Yes","Month-to-month","No","Mailed check","50.58","572.17","No"
"United States","California","Boulevard",91905,"32.677097, -116.304991","32.677097","-116.304991","Female","No","No","No",38,"Yes","No phone service","DSL","Yes","Yes","No","No","No","No","Two year","Yes","Credit card (automatic)","118.65","4968.08","No"
"United States","California","Santa Maria",93454,"34.943523, -120.256729","34.943523","-120.256729","Female","Yes","Yes","No",60,"Yes","No","No","No internet service","No internet service","Yes","Yes","Yes","Yes","Month-to-month","No","Mailed check","67.80","1750.69","No"
"United States","California","San Fernando",91340,"34.286131, -118.435969","34.286131","-118.435969","Female","No","Yes","No",4,"Yes","Yes","DSL","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check","53.84","267.03","No"
"United States","California","Fresno",93701,"36.749403, -119.787574","36.749403","-119.787574","Male","Yes","No","No",8,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","99.37","1451.97","No"
"United States","California","Fontana",92335,"34.087558, -117.464096","34.087558","-117.464096","Male","No","Yes","No",71,"Yes","Yes","DSL","No","Yes","No","No internet service","Yes","Yes","One year","No","Credit card (automatic)","75.24","6274.92","No"
"United States","California","Buttonwillow",93206,"35.451402, -119.488413","35.451402","-119.488413","Male","No","Yes","No",44,"Yes","No","Fiber optic","No","Yes","No internet service","No","No","Yes","Two year","Yes","Electronic check","95.94","4455.01","No"
"United States","California","Stockton",95206,"37.902422, -121.440029","37.902422","-121.440029","Male","No","Yes","Yes",30,"No","No","No","No internet service","No internet service","No","Yes","No internet service","No internet service","Two year","Yes","Mailed check","18.77","582.44","No"
"United States","California","Oak View",93022,"34.404544, -119.302118","34.404544","-119.302118","Female","No","No","No",3,"No","Yes","DSL","No internet service","No","Yes","No internet service","No","No","Month-to-month","Yes","Mailed check","21.90","59.04","No"
"United States","California","La Mesa",91942,"32.782501, -117.01611","32.782501","-117.01611","Male","No","No","Yes",16,"Yes","Yes","Fiber optic","No","No","Yes","No internet service","Yes","No internet service","Month-to-month","No","Credit card (automatic)","44.55","1158.97","No"
"United States","California","El Portal",95318,"37.654551, -119.822984","37.654551","-119.822984","Female","No","Yes","Yes",20,"Yes","No phone service","Fiber optic","No internet service","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","30.38","2315.57","No"
"United States","California","Santa Clara",95050,"37.351214, -121.952417","37.351214","-121.952417","Female","No","Yes","Yes",71,"Yes","No","DSL","Yes","Yes","No","No internet service","Yes","Yes","Month-to-month","No","Credit card (automatic)","30.17","3690.51","No"
"United States","California","La Jolla",92037,"32.853743, -117.25034","32.853743","-117.25034","Male","No","Yes","Yes",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","109.43","6013.65","No"
"United States","California","Mather",95655,"38.549822, -121.266725","38.549822","-121.266725","Male","Yes","No","Yes",20,"Yes","No phone service","No","Yes","No","No","No","No internet service","Yes","Month-to-month","Yes","Mailed check","86.02","1243.54","No"
"United States","California","Venice",90291,"33.991782, -118.479229","33.991782","-118.479229","Female","No","Yes","No",53,"Yes","No","No","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)","44.65","1061.16","No"
"United States","California","Elverta",95626,"38.734997, -121.463719","38.734997","-121.463719","Female","No","No","No",47,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)","110.97","7042.18","No"
"United States","California","San Jacinto",92582,"33.806708, -117.02007","33.806708","-117.02007","Male","No","Yes","No",7,"Yes","No","Fiber optic","No internet service","No","No","No internet service","No","No internet service","Month-to-month","Yes","Electronic check","77.57","454.59","No"
"United States","California","Montebello",90640,"34.015217, -118.109962","34.015217","-118.109962","Male","No","Yes","No",65,"Yes","No","Fiber optic","No","No","Yes","No internet service","Yes","No","One year","Yes","Bank transfer (automatic)","86.05","6645.60","No"
"United States","California","Oro Grande",92368,"34.647959, -117.296957","34.647959","-117.296957","Female","No","Yes","No",29,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","95.43","4879.69","No"
"United States","California","San Dimas",91773,"34.102119, -117.815532","34.102119","-117.815532","Male","No","Yes","No",10,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Two year","No","Electronic check","50.40","1027.65","No"
"United States","California","Wilton",95693,"38.392559, -121.225093","38.392559","-121.225093","Male","No","No","No",21,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","67.24","242.95","No"
"United States","California","Modesto",95350,"37.671806, -121.007575","37.671806","-121.007575","Female","No","No","Yes",14,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check","107.11","3251.35","No"
"United States","California","King City",93930,"36.220761, -120.980777","36.220761","-120.980777","Female","Yes","Yes","No",37,"No","No","No","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","77.78","2010.16","No"
"United States","California","Kirkwood",95646,"38.631489, -120.015167","38.631489","-120.015167","Female","No","Yes","No",6,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","85.56","1714.28","No"
"United States","California","Los Angeles",90044,"33.952714, -118.292061","33.952714","-118.292061","Male","No","Yes","No",36,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)","52.95","835.15","No"
